mol_id,smiles
TOX28725,CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1
TOX6252,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
TOX6259,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
TOX6258,ClCCOP(OCCCl)OCCCl
TOX5041,CCOC(=O)OCC
TOX2018,CCOP(=S)(OCC)SCCSCC
TOX5049,COCCOCCO
TOX2016,C1CN2CCN1CC2
TOX2014,COc1ccc(OC)cc1
TOX2010,CCCCCCCC/C=C\CCCCCCCCO
TOX3930,ClC(Cl)(Cl)Br
TOX777,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
TOX771,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
TOX778,C=C(C)[C@H]1CC=C(C)CC1
TOX3054,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
TOX6661,O=CC1CC=CCC1
TOX25262,CCC1(CC)C(=O)C=CNC1=O
TOX25265,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1
TOX805,CC1CCC(C(C)C)C(O)C1
TOX802,Nc1nc(N)nc(N)n1
TOX809,O=S(=O)([O-])CCS
TOX26047,Cc1c(I)c(=O)n(-c2ccccc2)n1C
TOX26045,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
TOX7536,CCCCCCCCCCCCCCCCCCCl
TOX7826,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1
TOX7822,CC(C)(C)C(=O)C(Cl)Cl
TOX27394,CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O)OC(C)=O
TOX27397,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
TOX27642,C=CC(C)(CCC=C(C)C)OC=O
TOX27399,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C
TOX27648,CC(=O)OCCCc1ccccc1
TOX27028,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
TOX3688,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
TOX2835,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
TOX25695,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC
TOX1288,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
TOX9703,O=S(=O)([O-])[S-]
TOX6060,CC(=O)NS(=O)(=O)c1ccc(N)cc1
TOX1282,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
TOX1287,O=C1CCC(=O)O1
TOX1286,c1ccc(C2CO2)cc1
TOX1284,C=Cc1ccccc1
TOX5671,C=CC(C)=O
TOX25897,O=C1C(O)=C(O)C(=O)C(O)=C1O
TOX2480,CCc1cccc(O)c1
TOX2489,O=C(O)/C=C/c1ccccc1
TOX25492,CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O
TOX28918,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
TOX25093,O=C(O)CCc1nc2ccccc2[nH]1
TOX3536,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
TOX1027,O=NN(CCO)CCO
TOX1026,CCCCN(CCCC)N=O
TOX1757,C#CC1(O)CCCCC1
TOX4504,Nc1cccc2c(O)nnc(O)c12
TOX1022,CC(=O)CN(CC(C)=O)N=O
TOX1752,CC(=O)C(C)(C)C
TOX1759,CC(C)CO
TOX24414,Nc1cc(C(=O)O)ccc1Cl
TOX3286,COc1ccccc1OCC(O)COC(N)=O
TOX128,CCC1(CC)C(=O)N=C([O-])NC1=O
TOX121,[N-]=[N+]=[N-]
TOX21185,N#CCc1ccc(Cl)cc1Cl
TOX5873,O=C(O)COc1ccccc1
TOX26891,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br
TOX6830,CC(C)(O)CCC(C)(C)O
TOX6838,CCCCCCCCCCCCCC(=O)OC(C)C
TOX16105,CC(=O)OC1CCCCC1C(C)(C)C
TOX22014,ON=CC=NO
TOX27258,CN(C(=O)Cc1cccc2occc12)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
TOX20702,Cc1ccc(Cl)cc1Cl
TOX20703,CC(C)(C)c1ccc(C(=O)O)cc1
TOX20700,CO[Si](OC)(OC)c1ccccc1
TOX4087,CCOCCO
TOX4085,O=P(O)(O)CCCl
TOX1411,O=P(OCCCl)(OCCCl)OCCCl
TOX10428,O=Cc1ccc(CO)o1
TOX1561,NC(=O)C(Cl)Cl
TOX24620,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1
TOX24622,CCOC(=O)/C=C(/C)O[AlH3](OC(C)CC)OC(C)CC
TOX24625,O=CN(CCO)CCO
TOX24624,C=CC(=O)OCCCCCCCC
TOX24627,On1nnc2ccccc21
TOX28708,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
TOX28709,O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1
TOX28707,C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1
TOX27826,C#CCN[C@@H]1CCc2ccccc21
TOX6238,CN(C)C
TOX6235,O=C(O)c1ccc2c(c1)C(=O)OC2=O
TOX5023,C1=CC2C3C=CC(C3)C2C1
TOX2035,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
TOX27,C=CC(N)=O
TOX20,CC(=O)Nc1ccc(CC(=O)O)cc1
TOX29,C=CC#N
TOX713,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
TOX12442,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1
TOX25280,OC(c1ccccc1)(c1ccccc1)C1CCNCC1
TOX25281,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
TOX25287,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
TOX6641,O=C(Cl)c1cccc(C(=O)Cl)c1
TOX6647,O=C(O)c1ccc(O)cc1
TOX6645,Cc1ccc(C(C)C)cc1
TOX829,COC(C(=O)O)c1ccccc1
TOX2549,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I
TOX17680,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
TOX7518,CCCCO[AlH3](OCCCC)OCCCC
TOX7513,C=CS(=O)(=O)[O-]
TOX7512,CN(C)CCOCCN(C)C
TOX21280,CC1(C)CC(O)CC(C)(C)N1[O]
TOX14849,CCCOC(=O)NCCCN(C)C
TOX26066,Nc1ccc(C(=O)[O-])c(O)c1
TOX27628,C1CCC(SSC2CCCCC2)CC1
TOX27624,C=CCCCCCCCCC(=O)OCCCC
TOX21756,CCNC(=O)C(C)OC(=O)Nc1ccccc1
TOX26395,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1
TOX26394,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1
TOX26392,NC(=S)N/N=C/c1cccnc1
TOX26390,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
TOX13371,OC1CCCC1
TOX9761,O=c1nc([O-])n(Cl)c(=O)n1Cl
TOX5610,COC(=O)c1ccc(C=O)cc1
TOX5612,CC(C#N)CCC#N
TOX5617,Cc1c[nH]cn1
TOX26938,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O
TOX25400,Cn1c([N+](=O)[O-])cnc1COC(N)=O
TOX25707,COC(=O)c1cncn1C(C)c1ccccc1
TOX25709,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1
TOX28933,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
TOX4691,CCCCOCC1CO1
TOX4699,CC(C)(C)OOC(=O)c1ccccc1
TOX7358,O=C1[N-]C(=O)c2ccccc21
TOX7356,C=C[Si](OCCOC)(OCCOC)OCCOC
TOX7352,CCCCCCCCCCCl
TOX3516,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1
TOX3510,CCC1(c2ccccc2)C(=O)NCNC1=O
TOX4522,CCCCCON=O
TOX21117,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
TOX24470,CCC(=O)c1ccccc1
TOX24472,CCOC(=O)C(=O)OCC
TOX24473,O=S(=O)(O)c1ccc(Cl)cc1
TOX24479,CCO[Si](CCCS)(OCC)OCC
TOX105,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O
TOX452,C1C2OC2C2C1C1CC2C2OC12
TOX108,CC(=O)Oc1ccccc1C(=O)O
TOX459,CCN(CC)C(C)=O
TOX29364,N#C[N-]C#N
TOX12582,NCCO.O=C(O)c1nc(Cl)ccc1Cl
TOX4980,O=C(O)c1ccc(Cl)c(Cl)c1
TOX21672,CCOC(=S)SSC(=S)OCC
TOX11356,N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
TOX22038,CCCCCCCOC(=O)CCC
TOX7982,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C
TOX7983,CCC(O)OCCCOC
TOX4062,Cc1ccc(O)cc1C
TOX4063,Cc1cccc(C)c1O
TOX7,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
TOX6,CC(=O)Nc1ccc(O)cc1
TOX5,CC(N)=O
TOX9,CC#N
TOX24868,CC(=O)Nc1ccc(C)cc1C
TOX28544,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)[O-])C(=O)N2[C@H]1C(=O)[O-]
TOX24863,CCOC(=O)CC(C(C)=O)C(C)=O
TOX24860,Cc1cccc(N)n1
TOX24867,C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C
TOX28764,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC
TOX28762,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1
TOX28763,CC(COc1ccccc1)NN
TOX9247,CC(C)(O)c1ccc(C(C)(C)O)cc1
TOX9244,C1C[C@H]2[C@@H]3CC[C@H](C3)[C@H]2C1
TOX9240,C=C[Si](OC)(OC)OC
TOX2056,Clc1cccc(Cl)c1
TOX2058,CCCCSCCCC
TOX4152,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O
TOX18756,O=Cc1ccc(F)cc1
TOX597,OCCO
TOX596,CCc1ccccc1
TOX593,CCN(N=O)C(N)=O
TOX7163,CNC
TOX7169,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
TOX841,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC
TOX22097,CC1OC1C1CCC2(C)OC2C1
TOX845,COS(C)(=O)=O
TOX844,C=C(C)C(=O)OC
TOX1839,NCc1ccccc1
TOX1837,CCN(CC)CCO
TOX1831,Cc1cccc([N+](=O)[O-])c1
TOX9668,O=[N+]([O-])[O-].[NH4+]
TOX24475,CC(C)[C@H]1CC[C@@H](C)CC1=O
TOX6141,O=C(O)CS
TOX7577,CC(CO)(CO)C(=O)O
TOX7579,OCCOCCOCCOCCOCCO
TOX24471,COC(=O)c1cccnc1
TOX26007,CNCc1ccccc1
TOX27603,CC(C)CC(=O)OCc1ccccc1
TOX27601,CC(C)(O)Cc1ccccc1
TOX27604,CCCC(=O)OCCc1ccccc1
TOX27608,CC(C)C(=O)OCC=Cc1ccccc1
TOX27609,CCCCC1CCC(=O)O1
TOX2871,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
TOX26193,Cc1ccc2c(c1)C1CN(C)CCC1N2
TOX6022,Nc1ccc([As](=O)([O-])O)cc1
TOX26196,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12
TOX2918,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr
TOX2910,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
TOX2914,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
TOX26911,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
TOX26912,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O
TOX22209,CCCCCCCCN(C)CCCCCCCC
TOX14232,CC(Oc1cccc(Cl)c1)C(=O)O
TOX24989,O=Cc1ccc(F)c(Br)c1
TOX24985,C=COCCOCCOC=C
TOX24980,CN(C)CCCNCCC#N
TOX1799,CCN(CC)C1CCCCC1
TOX1798,c1ccc2ncccc2c1
TOX1790,O=[N+]([O-])c1ccccc1O
TOX1060,O=NN1CCCCC1
TOX24227,CCCN[C@H]1CCc2nc(N)sc2C1
TOX694,CN(C)P(=O)(N(C)C)N(C)C
TOX696,CCCCCC(N)=O
TOX7085,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
TOX2267,CNC(=O)ON=C(C)SC
TOX3792,Cc1ccc([N+](=O)[O-])cc1
TOX24458,O=S(=O)([O-])CCN1CCN(CCO)CC1
TOX24320,CCNCC
TOX24450,CCCOC(OCCC)OCCC
TOX24456,Nc1cc[nH]c(=O)n1
TOX21137,CC[N+](CC)(CC)CC
TOX474,O=C1CCc2ccccc2O1
TOX479,CNC(=O)CSP(=S)(OC)OC
TOX3132,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
TOX6566,COC(=O)C1CCC(C(=O)OC)CC1
TOX15616,O=[N+]([O-])c1ccccc1[O-]
TOX26748,C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
TOX26215,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
TOX22059,CCCC(=O)OCCC(C)C
TOX4304,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O
TOX7966,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
TOX4045,CCOS(=O)(=O)OCC
TOX27162,C=CC(=O)CCCCC
TOX27161,CC(=O)CCc1ccc2c(c1)OCO2
TOX27160,C=CC(C)(CCC=C(C)C)OC(=O)CC(C)C
TOX27167,CNC(C)=O
TOX27166,COc1ccc(CCC(C)=O)cc1
TOX24840,C=C(C)CS(=O)(=O)[O-]
TOX24842,C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1
TOX24849,Nc1nc(=S)[nH][nH]1
TOX5794,O=[N+]([O-])c1cccc(C(F)(F)F)c1
TOX5796,CCCCCCCCC
TOX5793,O=[N+]([O-])c1ccccc1C(F)(F)F
TOX1477,F[B-](F)(F)F
TOX1472,CCOC(=O)N(C)N=O
TOX9260,O=C1NCCN1CCO
TOX9263,CNCCS(=O)(=O)[O-]
TOX3081,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
TOX25131,c1ccc(C2CC2)c(OCC2=NCCN2)c1
TOX25138,Clc1cccc(N2CCNCC2)c1
TOX25139,NC(Cc1ccc(Cl)cc1)C(=O)O
TOX28748,O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1
TOX18732,CCOC(=O)CCC(=O)OCC
TOX28743,O=[N+]([O-])c1nccn1CO[C@@H](CO)[C@H](O)CO
TOX28741,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1
TOX28747,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1
TOX28745,CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl
TOX863,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
TOX7148,FC(F)(F)C(Cl)(Cl)Cl
TOX7149,N#CCC(=O)O
TOX868,ClCCl
TOX7142,FC(F)(F)c1ccc(Cl)c(Cl)c1
TOX1816,C=CCOC(=O)C(=C)C
TOX1810,Nc1ccccc1Cl
TOX1818,CCC(C)C=O
TOX4821,FC(F)(F)c1ccc(Cl)cc1
TOX13863,C=Cc1ccc(C=C)cc1
TOX15138,Nc1ccc([As](=O)(O)O)cc1
TOX315,O=[N+]([O-])C(Cl)(Cl)Cl
TOX7551,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1
TOX7550,O=C([O-])CCl
TOX21246,OCCCO
TOX9017,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C
TOX26023,NS(=O)(=O)Cc1noc2ccccc12
TOX27376,O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1cc(F)ccc1N1CCC(C(=O)O)CC1
TOX27375,O=C(O)c1ccccc1-n1cc(C(=O)O)c(=O)c2cc(Nc3c(F)cc(F)cc3Cl)c(Cl)cc21
TOX8300,CC(C)(C)C(=O)CCc1ccc(Cl)cc1
TOX21793,Cc1nc(C)c(Cl)c(O)c1Cl
TOX6792,Cc1cccc(N)c1
TOX26689,COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC
TOX20686,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
TOX20685,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
TOX26977,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
TOX26974,OCCSc1ccccc1
TOX22266,CCCCCSCCCCC
TOX27089,CC(S)C(C)S
TOX27085,CC(=O)c1cnccn1
TOX27086,CCCCCC/C=C/C=O
TOX27087,COC(=O)c1ccccc1OC
TOX27080,CCc1ccc(C=O)cc1
TOX27081,CC(C)(C)C1CCCCC1=O
TOX27083,CCCC(=O)OC
TOX28971,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
TOX28970,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1
TOX1268,CCNc1nc(Cl)nc(NCC)n1
TOX2798,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
TOX7314,CC(C)(C)C(=O)C(=O)O
TOX26233,CCOC(=O)NC(O)C(Cl)(Cl)Cl
TOX1040,O=NN1CCCCCC1
TOX4568,O=S(=O)(O)c1ccccc1
TOX25833,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
TOX24307,CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1O
TOX13493,CCOC(=O)C(C)C(C)=O
TOX410,c1ccc2c(c1)Oc1ccccc1O2
TOX415,BrCCBr
TOX5216,C=Cc1ccccc1C=C
TOX2246,NCCCN1CCN(CCCN)CC1
TOX5819,c1ccc(COCc2ccccc2)cc1
TOX3114,COc1ccccc1OCC(O)CO
TOX5814,O=C(O)c1cc(O)nc(O)n1
TOX6549,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TOX6544,O=c1nn[nH]c2ccccc12
TOX14618,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl
TOX14614,COc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C
TOX11131,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC
TOX11133,CCCOC(=O)c1ccccc1C(=O)OCCC
TOX26767,CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C
TOX29264,C/C=C(\C)C=O
TOX22072,CNC(=O)Oc1ccccc1C(C)C
TOX4368,CCOCCOCCOCCO
TOX4362,CC(Cl)C(Cl)Cl
TOX4366,CCN(CC)CC
TOX17494,CC(C)Nc1nc(N)nc(Cl)n1
TOX17495,CCNc1nc(N)nc(Cl)n1
TOX27412,CCC(=O)C=Cc1ccc(OC)cc1
TOX4799,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl
TOX27416,C=CC(=C)CCCC(C)(C)OC(C)=O
TOX27415,C=CC(C)(O)CC/C=C(\C)CC
TOX24827,CC(=O)OCC(C)OC(C)=O
TOX24826,CC(C)CCCC(C)CC=O
TOX24823,C=C(C)C(=O)[O-]
TOX24822,CC(CCO)CCc1ccccc1
TOX24828,C=CCCCCCCCCC(=O)OCC
TOX5775,O=C1OC(=O)c2cc([N+](=O)[O-])ccc21
TOX1455,O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)[O-])cc1
TOX9201,O=S(=O)([O-])c1ccc2cc(O)ccc2c1
TOX21818,CCC(C)C1CCCCC1=O
TOX25201,NC1CCN(c2cccc(Cl)n2)CC1
TOX21813,CC1CCC(CO)CC1
TOX28500,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
TOX28502,CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O
TOX25158,Nc1c2c(nc3ccccc13)CCCC2O
TOX25157,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
TOX44,C=CCO
TOX46,C=CCOCC1CO1
TOX47,C=CCN=C=S
TOX48,C=CCOC(=O)CC(C)C
TOX5276,CCCCNCC
TOX3324,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
TOX888,Cc1cccc2cccnc12
TOX887,Cc1ccc2ncccc2c1
TOX886,COC(=O)C(c1ccccc1)C1CCCCN1
TOX3329,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
TOX1873,C=CC(=O)OCC(C)C
TOX1874,CCCBr
TOX1877,OCCCl
TOX1879,CCC#N
TOX1744,CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O
TOX332,O=C(O)CC(O)(CC(=O)O)C(=O)O
TOX21265,CCCCCCCCC(CO)CCCCCC
TOX21263,Cc1c(Cl)cccc1[N+](=O)[O-]
TOX612,CCC(C(=O)NC(N)=O)c1ccccc1
TOX27537,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC
TOX27319,CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2
TOX26406,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1
TOX26405,COc1ccccc1OC(=O)Oc1ccccc1OC
TOX1206,CC(O)CO
TOX9072,CCc1cnc(C(=O)O)c(C(=O)O)c1
TOX7334,CCO[Si](CCC#N)(OCC)OCC
TOX7333,CCO[Si](CCCN)(OCC)OCC
TOX4589,FC(F)(F)c1ccccc1
TOX25813,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1
TOX25812,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
TOX652,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
TOX654,CC(=O)OC/C=C(\C)CCC=C(C)C
TOX656,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
TOX27948,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
TOX24494,O=C(Cc1ccccc1)OCCc1ccccc1
TOX24495,CC(=O)CCc1ccc(O)cc1
TOX27941,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
TOX27940,CCn1cc[n+](C)c1.N#CN=C=[N-]
TOX27945,O=C(O)c1ccccc1O.OCCN(CCO)CCO
TOX27946,COP(=O)([O-])OC.Cn1cc[n+](C)c1
TOX9690,O=S(=O)([O-])OOS(=O)(=O)[O-]
TOX9691,O=S(=O)([O-])OOS(=O)(=O)[O-]
TOX9692,O=[N+]([O-])[O-].[K+]
TOX5186,CCC(O)OC(O)CC
TOX6422,CS(=O)(=O)O
TOX6423,C[Si](C)(C)C
TOX15013,Cl[Zn]Cl
TOX3174,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
TOX6523,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl
TOX6527,Cc1cc(S(=O)(=O)O)c(N)cc1Cl
TOX6526,Cc1ccc(N)c(S(=O)(=O)O)c1
TOX25366,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C
TOX430,Clc1ccccc1Cl
TOX431,Clc1ccc(Cl)cc1
TOX438,ClCCCl
TOX1993,c1ccc2c(c1)oc1ccccc12
TOX1997,NCCN1CCNCC1
TOX1996,CCC(=O)[O-]
TOX7596,COCCCN
TOX2292,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
TOX4344,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
TOX7920,CCCCN(CCCC)CCCCCCN(CCCC)CCCC
TOX10604,CC1=CC(=O)CC(C)(C)C1(O)/C=C/C(C)=C\C(=O)O
TOX10606,CC1=CC(=O)[N-]S(=O)(=O)O1
TOX10607,CCOC(C)OCC
TOX4001,CC(Cl)(Cl)C(=O)[O-]
TOX7346,C[Sn](Cl)(Cl)Cl
TOX21451,C=CCS(=O)(=O)[O-]
TOX27439,CC(C)CCOCc1ccccc1
TOX27437,CCCCCCC1CCOC1=O
TOX8842,O=P([O-])(O)OP(=O)([O-])O
TOX27125,C=CCCCCCCCCOC(C)=O
TOX27123,CCCCCCCCCOC(C)=O
TOX27121,O=Cc1cc2ccccc2o1
TOX27120,CC(=O)c1c(C)cc(C(C)(C)C)cc1C
TOX27129,COC(=O)C=C(C)CCC=C(C)C
TOX27128,CC(=O)OCC=C(C)C
TOX8114,CCN(CC#N)c1cccc(C)c1
TOX2055,CC(=O)OC(C)(C)C
TOX5438,NC(=O)NO
TOX9192,COC(=O)OC
TOX1438,C=C(Cl)Cl
TOX9224,N=C(N)S(=O)O
TOX9220,Cc1ccc(N)nc1
TOX1436,C=Cc1cccc(C)c1
TOX1403,COP(=O)(OC)OC
TOX20476,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1
TOX1402,Cc1ccc(C)c(C)c1
TOX21877,CC(=O)OC(C)(C)Cc1ccccc1
TOX25171,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1
TOX25174,CC12CC3CC(C)(C1)CC(N)(C3)C2
TOX25175,CNCCC(Oc1ccccc1OC)c1ccccc1
TOX25179,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1
TOX28786,Cc1c(N)c(=O)n(-c2ccccc2)n1C
